0.00650497,3509.9,3.29077,-0.210913,5.15857,-15614.9,0
0.013008,3509.88,3.27297,-0.156833,4.56261,-9161.2,0
0.0195164,3509.85,3.26112,-0.0827963,5.61028,-7545.2,0
0.0260491,3509.88,3.42355,-0.152579,1.12897,-4564.33,0
0.0325451,3509.82,3.50265,-0.184179,3.43582,-5659.03,0
0.0390695,3509.78,3.49654,-0.165829,4.72201,-5567.57,0
0.0455768,3509.73,3.45622,-0.200516,6.52614,-5826.25,0
0.0521271,3509.75,3.53025,-0.226167,3.70163,-4880.85,0
0.0586542,3509.65,3.43921,-0.247199,6.515,-5969.77,0
0.0651467,3509.72,3.17299,-0.235915,2.81094,-4329.49,0
0.0716269,3509.62,3.08691,-0.344852,7.88099,-5271.96,0
0.0781592,3509.65,3.09461,-0.434108,1.8686,-4451.78,0
0.0846537,3509.6,3.0073,-0.410262,4.76218,-4707.96,0
0.0911746,3509.55,3.04741,-0.433886,4.78033,-4901.52,0
0.0976618,3509.56,3.03229,-0.36416,2.13281,-4548.82,0
0.104164,3509.45,2.95009,-0.479541,7.60229,-5271.91,0
0.110748,3509.48,2.94511,-0.397832,3.44832,-4726.91,0
0.117271,3509.47,2.93491,-0.380503,3.37342,-4524.25,0
0.123782,3509.44,3.03741,-0.388846,3.76095,-4513.85,0
0.130235,3509.46,2.84137,-0.224678,3.56355,-4143.66,0
0.136748,3509.43,2.89274,-0.373194,3.96661,-4175.8,0
0.143237,3509.41,2.84102,-0.519528,3.75348,-4092.27,0
0.1497,3509.34,2.89527,-0.514396,6.07297,-4410.34,0
0.156214,3509.34,2.96747,-0.480564,3.65484,-4230.82,0
0.162706,3509.29,3.09987,-0.59705,4.1389,-4337.32,0
0.169231,3509.31,2.86642,-0.657078,4.39632,-4072.99,0
0.17576,3509.38,2.75711,-0.541825,0.482766,-3550.13,0
0.182241,3509.23,2.9175,-0.676873,6.17466,-4218.96,0
0.188769,3509.17,2.88007,-0.61436,6.22959,-4407.46,0
0.195262,3509.15,3.0177,-0.736314,4.54163,-4369.46,0
0.201765,3509.14,3.13754,-0.787755,1.12828,-4252.04,0
0.208308,3509.02,3.14649,-0.745539,7.95478,-4713.23,0
0.214808,3509.02,3.25504,-0.800214,3.37944,-4570.45,0
