1.26661,3640.95,31.3538,36.4363,0.11493,-7141.6,0
2.54194,3617.71,37.0775,27.5008,0.405837,-12702.7,0
3.81826,3649.78,16.0228,24.6139,0.0325277,-58.2199,0
5.0949,3607.73,-41.4876,13.5463,0.54487,-8295.98,0
6.36722,3617.04,-63.6514,1.31122,0.370502,-5176.2,0
7.64339,3602.87,-44.9483,16.0556,0.595306,-6165.92,0
8.91346,3588.5,-21.9291,-23.2022,0.843104,-6900.09,0
10.1889,3572.87,-35.2147,-1.10533,1.09195,-7570.22,0
11.4646,3553.73,-51.0638,-13.5022,1.31639,-8396.86,0
12.7471,3547.26,-46.176,-27.7486,1.39591,-8059.74,0
14.0183,3545.76,-46.2449,-31.2541,1.34722,-7435.91,0
15.2932,3560.49,-49.611,-28.0714,0.994864,-5852.78,0
16.5543,3547.95,-49.5126,-11.8746,1.25868,-6164.46,0
17.8357,3557.74,-66.2541,-33.4839,0.888286,-5172.58,0
19.119,3548.98,-70.0858,10.7555,1.04967,-5283.59,0
20.3886,3599.62,-64.7128,27.3672,0.250649,-2471.14,0
21.6689,3589.82,-34.2174,-73.6787,0.344692,-2777.05,0
22.9428,3574.82,-8.66307,-123.451,0.327709,-3276.97,0
24.2175,3601.64,5.96948,-95.2779,0.130328,-1997.05,0
25.4976,3597.83,-18.4431,-63.9689,0.27885,-2046.12,0
26.7793,3592.19,-8.19537,-32.9976,0.453808,-2158.59,0
28.058,3570.83,-12.773,-49.8147,0.752917,-2821.78,0
29.322,3578.57,23.2629,-16.9915,0.686717,-2436.07,0
30.6032,3555.89,5.29972,-2.13972,1.19931,-3075.27,0
31.8792,3574.1,18.0644,-42.1322,0.656604,-2380.8,0
33.1569,3575.32,-8.5355,-100.814,0.360094,-2252.44,0
34.4313,3585.72,-26.0622,-85.129,0.277408,-1866.96,0
35.7129,3583.69,-42.1777,-63.6378,0.354699,-1856.71,0
36.9914,3546.03,-35.5274,-140.076,0.546964,-2810.65,0
38.2681,3539.31,-31.5039,-131.829,0.707404,-2892.36,0
39.5411,3554.42,-102.472,-111.227,0.377598,-2417.28,0
40.82,3554.28,-107.571,-109.465,0.381471,-2344.9,0
42.0914,3578.95,-91.8806,-43.7513,0.374652,-1687.96,0
43.3594,3554.3,-96.3151,-10.2218,0.73769,-2207.07,0
44.6278,3550.98,-124.537,30.9564,0.559692,-2218.73,0
45.9,3557.52,-119.823,36.5563,0.438309,-2014.88,0
47.1725,3540.28,-147.018,-7.17873,0.552837,-2326.03,0
48.4525,3501.57,-153.119,-38.0014,1.11269,-3063.44,0
49.7275,3538.03,-127.103,-24.7953,0.743336,-2251.74,0
51.0137,3549.45,-120.973,33.3195,0.580456,-1970.98,0
52.2855,3598.92,-11.7582,47.1941,0.204108,-976.999,0
53.5537,3578.12,-12.3616,-1.34069,0.623746,-1342.28,0
54.8324,3593.29,-38.9407,7.6339,0.303871,-1034.31,0
56.1176,3569.03,4.75612,28.1707,0.7591,-1442.88,0
57.39,3575.03,21.4137,38.2993,0.586173,-1306.39,0
58.6705,3552.97,-31.1518,84.104,0.703469,-1653.73,0
59.9491,3575.51,-42.0971,108.442,0.226873,-1242.47,0
61.2205,3557.74,-44.645,54.7897,0.765118,-1507.07,0
62.5015,3607.22,-61.1985,28.9075,0.0248547,-684.512,0
63.7743,3607.31,-14.7218,25.3825,0.109255,-669.465,0
65.0498,3578.17,-34.4775,28.1967,0.53159,-1104.28,0
66.3207,3574.22,-36.3355,60.6277,0.483778,-1142.57,0
67.5939,3563.04,-75.4111,110.238,0.308258,-1286.45,0
68.8731,3565.02,-48.4288,93.6707,0.415369,-1233.92,0
70.1403,3548.78,-63.0889,107.167,0.575542,-1443.04,0
71.4186,3539.87,-51.8697,98.4877,0.836818,-1542,0
72.6998,3553.56,-42.0952,137.83,0.419154,-1326.59,0
73.9794,3571.59,-37.8738,107.299,0.34313,-1059.95,0
75.2673,3556.25,-49.6885,126.02,0.413094,-1245.52,0
76.5489,3528.12,-9.99064,174.392,0.619939,-1592.21,0
77.8207,3525.46,-15.5024,168.746,0.668003,-1600.31,0
79.0965,3540.6,-6.07633,199.2,0.180842,-1383.06,0
80.3864,3505.23,45.4183,218.358,0.478917,-1800.92,0
81.6605,3488.62,37.936,187.768,1.16438,-1976.17,0
82.936,3484.75,45.9428,186.69,1.16431,-1992.49,0
84.2068,3486.4,4.59787,241.728,0.347929,-1942.86,0
85.4761,3538.78,-17.3064,179.624,0.173102,-1301.23,0
86.7552,3556.64,6.7502,167.614,0.0372416,-1076.16,0
88.0384,3538.89,-3.52267,169.002,0.280588,-1262.11,0
89.3145,3556.07,21.7499,132.169,0.295149,-1051.67,0
90.5901,3532.06,8.75422,103.911,0.919391,-1301.9,0
91.8631,3529.98,17.4437,108.526,0.878174,-1306.47,0
93.1473,3537.93,30.0117,113.639,0.65863,-1203.16,0
94.4168,3518.37,-2.41881,114.238,0.985555,-1394.11,0
95.6938,3519.48,0.178475,88.971,1.19086,-1363.9,0
96.9758,3535.55,-6.17794,79.4287,0.960072,-1180.17,0
98.2489,3559.33,-31.5956,96.4108,0.397285,-922.886,0
99.5195,3556.69,11.8984,53.9508,0.726546,-937.56,0
100.784,3576.57,14.6015,27.5056,0.447616,-728.55,0
102.06,3540.41,21.2789,120.463,0.509697,-1073.79,0
103.34,3535.79,27.0386,85.4712,0.803327,-1105.19,0
104.621,3505.48,16.7303,82.3202,1.36517,-1381.41,0
105.895,3514.04,20.6619,95.5589,1.00387,-1283.93,0
107.173,3505.33,22.2201,95.0429,1.11021,-1349.9,0
108.446,3509.49,32.1682,82.7652,1.12074,-1295.68,0
109.719,3527.43,66.9339,88.4381,0.530328,-1117.08,0
111.001,3537.77,25.2285,79.4623,0.578915,-1011.04,0
112.284,3523.85,45.4384,50.4949,0.989845,-1123.5,0
113.567,3547.04,35.88,23.8014,0.698033,-906.621,0
114.844,3538.56,63.7237,74.7175,0.411942,-970.329,0
116.122,3537.96,42.425,90.5167,0.430335,-964.892,0
117.392,3554.39,57.2134,15.174,0.452323,-814.414,0
118.675,3561.61,21.667,-20.9523,0.454643,-744.841,0
119.958,3569.19,16.2165,-15.3367,0.303504,-673.64,0
121.243,3539.08,12.1162,-13.1564,1.06492,-914.88,0
122.512,3555.64,-6.18837,-24.988,0.574766,-770.212,0
123.797,3537.84,5.00563,-27.2895,1.00299,-906.004,0
125.068,3568.43,-8.8311,-18.0543,0.275507,-652.205,0
126.348,3497.7,-34.1853,4.86143,2.24052,-1205.36,0
127.616,3476.82,-35.8286,-7.60259,2.59966,-1357.03,0
128.881,3500.79,-64.2341,7.28311,0.924025,-1157.73,0
130.147,3480.62,-70.6216,1.25891,1.24245,-1301.42,0
131.411,3471.95,-48.3263,-8.62934,1.92436,-1354.88,0
132.698,3473.9,-35.9603,9.93288,2.10586,-1327.04,0
133.81,3449.98,-54.3882,29.9328,1.66208,-1494.83,0
